comparison_id	set_name	region_class	gene_id	gene_name	peak_hit_count	unique_peak_count	transcript_count	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000197969.14	VPS13A	5	5	4	ENST00000360280.8;ENST00000376636.7;ENST00000643348.1;ENST00000645632.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000136709.13	WDR33	5	5	6	ENST00000322313.9;ENST00000393006.5;ENST00000409658.7;ENST00000855799.1;ENST00000912950.1;ENST00000965626.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000163811.13	WDR43	5	5	8	ENST00000407426.8;ENST00000866549.1;ENST00000866550.1;ENST00000866551.1;ENST00000866552.1;ENST00000924449.1;ENST00000947492.1;ENST00000947493.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000227057.10	WDR46	5	5	1	ENST00000374617.9
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000109046.16	WSB1	5	5	11	ENST00000262394.7;ENST00000348811.6;ENST00000427287.6;ENST00000581185.5;ENST00000866202.1;ENST00000866203.1;ENST00000866204.1;ENST00000922556.1;ENST00000922557.1;ENST00000964189.1;ENST00000964190.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000146457.17	WTAP	5	5	9	ENST00000337387.4;ENST00000358372.8;ENST00000614346.4;ENST00000621533.5;ENST00000631126.2;ENST00000971718.1;ENST00000971719.1;ENST00000971720.1;ENST00000971721.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000079246.17	XRCC5	5	5	20	ENST00000392132.7;ENST00000392133.7;ENST00000893691.1;ENST00000893692.1;ENST00000893694.1;ENST00000893695.1;ENST00000893696.1;ENST00000893697.1;ENST00000893698.1;ENST00000939180.1;ENST00000939181.1;ENST00000939182.1;ENST00000939183.1;ENST00000939184.1;ENST00000939185.1;ENST00000939186.1;ENST00000947462.1;ENST00000947463.1;ENST00000947464.1;ENST00000947465.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000164924.19	YWHAZ	5	5	20	ENST00000353245.7;ENST00000395948.6;ENST00000395951.7;ENST00000395953.6;ENST00000395956.7;ENST00000395957.6;ENST00000395958.6;ENST00000419477.6;ENST00000457309.2;ENST00000521309.5;ENST00000522542.5;ENST00000522819.5;ENST00000908384.1;ENST00000908385.1;ENST00000908386.1;ENST00000908387.1;ENST00000908388.1;ENST00000936696.1;ENST00000936697.1;ENST00000936698.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000184677.19	ZBTB40	5	5	11	ENST00000374651.8;ENST00000375647.5;ENST00000404138.5;ENST00000852018.1;ENST00000852019.1;ENST00000852020.1;ENST00000925700.1;ENST00000925701.1;ENST00000925702.1;ENST00000925703.1;ENST00000966439.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100403.13	ZC3H7B	5	5	7	ENST00000352645.5;ENST00000897616.1;ENST00000897617.1;ENST00000897618.1;ENST00000897619.1;ENST00000897620.1;ENST00000926343.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000147905.19	ZCCHC7	5	5	26	ENST00000322831.6;ENST00000336755.10;ENST00000534928.5;ENST00000908248.1;ENST00000908249.1;ENST00000908250.1;ENST00000908251.1;ENST00000908252.1;ENST00000908253.1;ENST00000908254.1;ENST00000908255.1;ENST00000908256.1;ENST00000908257.1;ENST00000908258.1;ENST00000936927.1;ENST00000936928.1;ENST00000936929.1;ENST00000936930.1;ENST00000936931.1;ENST00000936932.1;ENST00000936933.1;ENST00000936934.1;ENST00000936935.1;ENST00000936936.1;ENST00000936937.1;ENST00000962617.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000033030.17	ZCCHC8	5	5	4	ENST00000536306.5;ENST00000543897.5;ENST00000633063.3;ENST00000851764.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000131732.13	ZCCHC9	5	5	14	ENST00000254037.6;ENST00000380199.9;ENST00000407610.8;ENST00000438268.2;ENST00000908072.1;ENST00000917107.1;ENST00000917108.1;ENST00000917109.1;ENST00000917110.1;ENST00000917111.1;ENST00000917112.1;ENST00000917113.1;ENST00000917114.1;ENST00000917115.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000169554.24	ZEB2	5	5	25	ENST00000303660.8;ENST00000409487.7;ENST00000419938.5;ENST00000440875.6;ENST00000462355.2;ENST00000465070.5;ENST00000470879.5;ENST00000539609.7;ENST00000558170.6;ENST00000627532.3;ENST00000629520.2;ENST00000636026.2;ENST00000636413.1;ENST00000636471.1;ENST00000637045.1;ENST00000637304.1;ENST00000638007.1;ENST00000638128.1;ENST00000675069.1;ENST00000886176.1;ENST00000886177.1;ENST00000886178.1;ENST00000886179.1;ENST00000965901.1;ENST00000965902.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000138658.18	ZGRF1	5	5	8	ENST00000309071.9;ENST00000445203.6;ENST00000505019.6;ENST00000925930.1;ENST00000925931.1;ENST00000925932.1;ENST00000925933.1;ENST00000925934.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000106261.18	ZKSCAN1	5	5	12	ENST00000324306.11;ENST00000426572.5;ENST00000535170.5;ENST00000620510.1;ENST00000875795.1;ENST00000875796.1;ENST00000875797.1;ENST00000875798.1;ENST00000875799.1;ENST00000875800.1;ENST00000931537.1;ENST00000966834.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000167635.13	ZNF146	5	5	52	ENST00000443387.3;ENST00000456324.5;ENST00000877700.1;ENST00000877701.1;ENST00000877702.1;ENST00000877703.1;ENST00000877704.1;ENST00000877705.1;ENST00000877706.1;ENST00000877707.1;ENST00000877708.1;ENST00000877709.1;ENST00000877710.1;ENST00000877711.1;ENST00000877712.1;ENST00000877713.1;ENST00000877714.1;ENST00000877715.1;ENST00000877716.1;ENST00000877717.1;ENST00000877718.1;ENST00000877719.1;ENST00000877720.1;ENST00000877721.1;ENST00000919772.1;ENST00000919773.1;ENST00000919774.1;ENST00000919775.1;ENST00000919776.1;ENST00000919777.1;ENST00000919778.1;ENST00000919779.1;ENST00000919780.1;ENST00000919781.1;ENST00000919782.1;ENST00000919783.1;ENST00000919784.1;ENST00000919785.1;ENST00000919786.1;ENST00000919787.1;ENST00000919788.1;ENST00000919789.1;ENST00000919790.1;ENST00000919791.1;ENST00000919792.1;ENST00000964765.1;ENST00000964766.1;ENST00000964767.1;ENST00000964768.1;ENST00000964769.1;ENST00000964770.1;ENST00000964771.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000105497.9	ZNF175	5	5	5	ENST00000262259.7;ENST00000436511.2;ENST00000912771.1;ENST00000958253.1;ENST00000958254.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000010244.20	ZNF207	5	5	17	ENST00000321233.10;ENST00000342555.10;ENST00000394670.9;ENST00000394673.6;ENST00000577908.5;ENST00000868080.1;ENST00000868081.1;ENST00000868082.1;ENST00000868083.1;ENST00000914402.1;ENST00000914403.1;ENST00000914404.1;ENST00000914405.1;ENST00000914406.1;ENST00000914407.1;ENST00000970199.1;ENST00000970202.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000170265.13	ZNF282	5	5	3	ENST00000479907.1;ENST00000610704.5;ENST00000850624.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000196693.16	ZNF33B	5	5	7	ENST00000359467.8;ENST00000613419.4;ENST00000876414.1;ENST00000876415.1;ENST00000876416.1;ENST00000876417.1;ENST00000929479.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000243943.11	ZNF512	5	5	9	ENST00000355467.6;ENST00000379717.5;ENST00000413371.6;ENST00000416005.6;ENST00000556601.5;ENST00000879762.1;ENST00000879763.1;ENST00000937484.1;ENST00000948674.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000196757.8	ZNF700	5	5	3	ENST00000254321.10;ENST00000482090.1;ENST00000622593.4
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000182903.16	ZNF721	5	5	2	ENST00000338977.5;ENST00000511833.3
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000109917.12	ZPR1	5	5	8	ENST00000227322.8;ENST00000900045.1;ENST00000900046.1;ENST00000900047.1;ENST00000900048.1;ENST00000900049.1;ENST00000932352.1;ENST00000932353.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000214655.11	ZSWIM8	5	5	5	ENST00000398706.6;ENST00000603114.5;ENST00000604524.5;ENST00000604729.6;ENST00000605216.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000127837.11	AAMP	4	4	14	ENST00000248450.9;ENST00000420660.5;ENST00000444053.5;ENST00000896971.1;ENST00000896972.1;ENST00000896973.1;ENST00000912377.1;ENST00000912378.1;ENST00000952043.1;ENST00000952044.1;ENST00000952045.1;ENST00000952046.1;ENST00000952047.1;ENST00000952048.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000275700.7	AATF	4	4	17	ENST00000616434.2;ENST00000619387.5;ENST00000679881.1;ENST00000679997.1;ENST00000680340.1;ENST00000680782.1;ENST00000681062.1;ENST00000905215.1;ENST00000905216.1;ENST00000905217.1;ENST00000905218.1;ENST00000937261.1;ENST00000937262.1;ENST00000937263.1;ENST00000937264.1;ENST00000953116.1;ENST00000953117.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000204427.13	ABHD16A	4	4	21	ENST00000395952.8;ENST00000440843.2;ENST00000875896.1;ENST00000875897.1;ENST00000875898.1;ENST00000875899.1;ENST00000875900.1;ENST00000875901.1;ENST00000875902.1;ENST00000875903.1;ENST00000875904.1;ENST00000875905.1;ENST00000959092.1;ENST00000959093.1;ENST00000959094.1;ENST00000959095.1;ENST00000959096.1;ENST00000959097.1;ENST00000959098.1;ENST00000959099.1;ENST00000959100.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000140526.19	ABHD2	4	4	25	ENST00000352732.10;ENST00000565973.5;ENST00000864961.1;ENST00000864962.1;ENST00000864963.1;ENST00000864964.1;ENST00000864965.1;ENST00000864966.1;ENST00000864967.1;ENST00000864968.1;ENST00000864969.1;ENST00000864970.1;ENST00000864971.1;ENST00000864972.1;ENST00000864973.1;ENST00000864974.1;ENST00000864975.1;ENST00000951588.1;ENST00000951589.1;ENST00000951590.1;ENST00000951591.1;ENST00000951592.1;ENST00000951593.1;ENST00000951594.1;ENST00000951595.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100412.18	ACO2	4	4	28	ENST00000216254.9;ENST00000396512.3;ENST00000466237.2;ENST00000676748.1;ENST00000676792.1;ENST00000677153.1;ENST00000677532.1;ENST00000677554.1;ENST00000678269.1;ENST00000678788.1;ENST00000878384.1;ENST00000878385.1;ENST00000878386.1;ENST00000878387.1;ENST00000878388.1;ENST00000878389.1;ENST00000878390.1;ENST00000878391.1;ENST00000923519.1;ENST00000923520.1;ENST00000953703.1;ENST00000953704.1;ENST00000953705.1;ENST00000953706.1;ENST00000953707.1;ENST00000953708.1;ENST00000953709.1;ENST00000953710.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000131069.21	ACSS2	4	4	30	ENST00000253382.5;ENST00000360596.7;ENST00000871368.1;ENST00000871369.1;ENST00000871370.1;ENST00000871371.1;ENST00000871372.1;ENST00000871373.1;ENST00000871374.1;ENST00000871375.1;ENST00000871376.1;ENST00000871377.1;ENST00000871378.1;ENST00000871379.1;ENST00000871380.1;ENST00000918462.1;ENST00000918463.1;ENST00000918464.1;ENST00000957793.1;ENST00000957794.1;ENST00000957795.1;ENST00000957796.1;ENST00000957797.1;ENST00000957798.1;ENST00000957799.1;ENST00000957800.1;ENST00000957801.1;ENST00000957802.1;ENST00000957803.1;ENST00000957804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000136518.18	ACTL6A	4	4	11	ENST00000392662.5;ENST00000429709.7;ENST00000450518.6;ENST00000879835.1;ENST00000879836.1;ENST00000879837.1;ENST00000937853.1;ENST00000937854.1;ENST00000937855.1;ENST00000937856.1;ENST00000941894.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000072110.18	ACTN1	4	4	33	ENST00000193403.11;ENST00000376839.7;ENST00000394419.9;ENST00000438964.6;ENST00000538545.6;ENST00000679147.1;ENST00000682291.1;ENST00000682331.1;ENST00000683198.1;ENST00000683225.1;ENST00000684182.1;ENST00000684598.1;ENST00000684639.1;ENST00000684713.1;ENST00000904823.1;ENST00000904824.1;ENST00000904825.1;ENST00000904826.1;ENST00000904827.1;ENST00000904828.1;ENST00000904829.1;ENST00000904830.1;ENST00000904831.1;ENST00000904832.1;ENST00000904833.1;ENST00000904834.1;ENST00000938290.1;ENST00000938291.1;ENST00000938292.1;ENST00000938293.1;ENST00000947391.1;ENST00000947392.1;ENST00000947393.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000137845.16	ADAM10	4	4	9	ENST00000260408.8;ENST00000861945.1;ENST00000933846.1;ENST00000933847.1;ENST00000933848.1;ENST00000944911.1;ENST00000944912.1;ENST00000944913.1;ENST00000944914.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000151694.16	ADAM17	4	4	9	ENST00000310823.8;ENST00000699318.1;ENST00000699324.1;ENST00000699325.1;ENST00000867642.1;ENST00000926352.1;ENST00000945282.1;ENST00000945283.1;ENST00000945284.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000156140.11	ADAMTS3	4	4	1	ENST00000286657.10
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000143382.17	ADAMTSL4	4	4	13	ENST00000271643.9;ENST00000369038.6;ENST00000369039.9;ENST00000369041.9;ENST00000674043.1;ENST00000674058.1;ENST00000886069.1;ENST00000886070.1;ENST00000886071.1;ENST00000886072.1;ENST00000886073.1;ENST00000886074.1;ENST00000886075.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000148700.16	ADD3	4	4	73	ENST00000277900.12;ENST00000356080.9;ENST00000360162.7;ENST00000901326.1;ENST00000901327.1;ENST00000901328.1;ENST00000901329.1;ENST00000901330.1;ENST00000901331.1;ENST00000901332.1;ENST00000901333.1;ENST00000901334.1;ENST00000901335.1;ENST00000901336.1;ENST00000901337.1;ENST00000901338.1;ENST00000901339.1;ENST00000901340.1;ENST00000901341.1;ENST00000901342.1;ENST00000901343.1;ENST00000901344.1;ENST00000901345.1;ENST00000901346.1;ENST00000901347.1;ENST00000901348.1;ENST00000901349.1;ENST00000901350.1;ENST00000901351.1;ENST00000901352.1;ENST00000901353.1;ENST00000901354.1;ENST00000901355.1;ENST00000901356.1;ENST00000901357.1;ENST00000901358.1;ENST00000901359.1;ENST00000901360.1;ENST00000922591.1;ENST00000922592.1;ENST00000922593.1;ENST00000922594.1;ENST00000922595.1;ENST00000922596.1;ENST00000922597.1;ENST00000922598.1;ENST00000958043.1;ENST00000958044.1;ENST00000958045.1;ENST00000958046.1;ENST00000958047.1;ENST00000958048.1;ENST00000958049.1;ENST00000958050.1;ENST00000958051.1;ENST00000958052.1;ENST00000958053.1;ENST00000958054.1;ENST00000958055.1;ENST00000958056.1;ENST00000958057.1;ENST00000958058.1;ENST00000958059.1;ENST00000958060.1;ENST00000958061.1;ENST00000958062.1;ENST00000958063.1;ENST00000958064.1;ENST00000958065.1;ENST00000958066.1;ENST00000958067.1;ENST00000958068.1;ENST00000958069.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000172493.24	AFF1	4	4	6	ENST00000307808.10;ENST00000395146.9;ENST00000544085.6;ENST00000863512.1;ENST00000935002.1;ENST00000935003.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000126070.21	AGO3	4	4	9	ENST00000246314.10;ENST00000324350.9;ENST00000373191.9;ENST00000397828.3;ENST00000870913.1;ENST00000870914.1;ENST00000870915.1;ENST00000870916.1;ENST00000966283.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100591.9	AHSA1	4	4	11	ENST00000216479.8;ENST00000535854.6;ENST00000555517.1;ENST00000855620.1;ENST00000855621.1;ENST00000855622.1;ENST00000855623.1;ENST00000855624.1;ENST00000855625.1;ENST00000920448.1;ENST00000962103.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000186063.14	AIDA	4	4	8	ENST00000340020.11;ENST00000355727.3;ENST00000888200.1;ENST00000888201.1;ENST00000888202.1;ENST00000888203.1;ENST00000888204.1;ENST00000888205.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000164022.19	AIMP1	4	4	26	ENST00000358008.7;ENST00000394701.6;ENST00000442366.6;ENST00000671868.1;ENST00000671960.1;ENST00000672285.1;ENST00000672328.1;ENST00000672337.1;ENST00000672341.1;ENST00000672911.1;ENST00000673018.1;ENST00000673123.1;ENST00000684504.1;ENST00000898467.1;ENST00000925403.1;ENST00000925404.1;ENST00000925405.1;ENST00000925406.1;ENST00000925407.1;ENST00000925408.1;ENST00000925409.1;ENST00000925410.1;ENST00000925411.1;ENST00000925412.1;ENST00000925413.1;ENST00000951424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000117448.15	AKR1A1	4	4	30	ENST00000351829.9;ENST00000372070.7;ENST00000471651.1;ENST00000621846.4;ENST00000863936.1;ENST00000863937.1;ENST00000863938.1;ENST00000863939.1;ENST00000863940.1;ENST00000863941.1;ENST00000863942.1;ENST00000863943.1;ENST00000863944.1;ENST00000863945.1;ENST00000863946.1;ENST00000863947.1;ENST00000863948.1;ENST00000863949.1;ENST00000863950.1;ENST00000863951.1;ENST00000863952.1;ENST00000863953.1;ENST00000940609.1;ENST00000940610.1;ENST00000940611.1;ENST00000940612.1;ENST00000940613.1;ENST00000940614.1;ENST00000962573.1;ENST00000962574.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000159461.16	AMFR	4	4	11	ENST00000290649.10;ENST00000861439.1;ENST00000861440.1;ENST00000861441.1;ENST00000861442.1;ENST00000861443.1;ENST00000861444.1;ENST00000861446.1;ENST00000861447.1;ENST00000957771.1;ENST00000957772.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000106524.10	ANKMY2	4	4	8	ENST00000306999.7;ENST00000628652.1;ENST00000897542.1;ENST00000897543.1;ENST00000897544.1;ENST00000949062.1;ENST00000949063.1;ENST00000949064.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000174501.15	ANKRD36C	4	4	2	ENST00000295246.7;ENST00000456556.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000139645.11	ANKRD52	4	4	1	ENST00000267116.8
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000138279.17	ANXA7	4	4	44	ENST00000372921.10;ENST00000892948.1;ENST00000892949.1;ENST00000892950.1;ENST00000892951.1;ENST00000892952.1;ENST00000892953.1;ENST00000892954.1;ENST00000892955.1;ENST00000892956.1;ENST00000892957.1;ENST00000892958.1;ENST00000892959.1;ENST00000892960.1;ENST00000892961.1;ENST00000892962.1;ENST00000892963.1;ENST00000892964.1;ENST00000892965.1;ENST00000892966.1;ENST00000892967.1;ENST00000892968.1;ENST00000892969.1;ENST00000930446.1;ENST00000930447.1;ENST00000930448.1;ENST00000930449.1;ENST00000930450.1;ENST00000961262.1;ENST00000961263.1;ENST00000961264.1;ENST00000961265.1;ENST00000961266.1;ENST00000961267.1;ENST00000961268.1;ENST00000961269.1;ENST00000961270.1;ENST00000961271.1;ENST00000961272.1;ENST00000961273.1;ENST00000961274.1;ENST00000961275.1;ENST00000961276.1;ENST00000961277.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100280.18	AP1B1	4	4	24	ENST00000317368.11;ENST00000357586.7;ENST00000405198.6;ENST00000432560.6;ENST00000852342.1;ENST00000852343.1;ENST00000852344.1;ENST00000852345.1;ENST00000852346.1;ENST00000852347.1;ENST00000852348.1;ENST00000852349.1;ENST00000852350.1;ENST00000852351.1;ENST00000921603.1;ENST00000921604.1;ENST00000921605.1;ENST00000921606.1;ENST00000921607.1;ENST00000921608.1;ENST00000921609.1;ENST00000921610.1;ENST00000921611.1;ENST00000952519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000166747.14	AP1G1	4	4	18	ENST00000299980.9;ENST00000393512.7;ENST00000564155.5;ENST00000569748.5;ENST00000905356.1;ENST00000905357.1;ENST00000905358.1;ENST00000905359.1;ENST00000905360.1;ENST00000905361.1;ENST00000905362.1;ENST00000905363.1;ENST00000905364.1;ENST00000905365.1;ENST00000922247.1;ENST00000949881.1;ENST00000949882.1;ENST00000949883.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000042753.13	AP2S1	4	4	14	ENST00000263270.11;ENST00000352203.8;ENST00000593442.5;ENST00000597020.5;ENST00000599990.5;ENST00000601498.5;ENST00000601649.1;ENST00000869561.1;ENST00000930898.1;ENST00000930899.1;ENST00000930900.1;ENST00000930901.1;ENST00000960448.1;ENST00000960449.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000164062.14	APEH	4	4	26	ENST00000296456.10;ENST00000438011.5;ENST00000863157.1;ENST00000863158.1;ENST00000863159.1;ENST00000863160.1;ENST00000863161.1;ENST00000863162.1;ENST00000863163.1;ENST00000863164.1;ENST00000863165.1;ENST00000863166.1;ENST00000863167.1;ENST00000863168.1;ENST00000863169.1;ENST00000863170.1;ENST00000863171.1;ENST00000863172.1;ENST00000925194.1;ENST00000925195.1;ENST00000925196.1;ENST00000959864.1;ENST00000959865.1;ENST00000959866.1;ENST00000959867.1;ENST00000959868.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100823.13	APEX1	4	4	19	ENST00000216714.8;ENST00000398030.8;ENST00000555414.5;ENST00000899615.1;ENST00000899616.1;ENST00000899617.1;ENST00000899618.1;ENST00000899619.1;ENST00000899620.1;ENST00000936687.1;ENST00000936688.1;ENST00000936689.1;ENST00000936690.1;ENST00000936691.1;ENST00000936692.1;ENST00000936693.1;ENST00000936694.1;ENST00000936695.1;ENST00000956430.1
