comparison_id	set_name	region_class	peak_id	chrom	start	end	primary_region_class	gene_id	gene_name	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012803	chr2	26127143	26127151	CDS	ENSG00000084733.12	RAB10	ENST00000264710.5;ENST00000906079.1;ENST00000906080.1;ENST00000906081.1;ENST00000906082.1;ENST00000906083.1;ENST00000906085.1;ENST00000926496.1;ENST00000969012.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012804	chr2	26127151	26127224	CDS	ENSG00000084733.12	RAB10	ENST00000264710.5;ENST00000906079.1;ENST00000906080.1;ENST00000906081.1;ENST00000906082.1;ENST00000906083.1;ENST00000906085.1;ENST00000926496.1;ENST00000969012.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012814	chr2	26212585	26212617	CDS	ENSG00000084754.13	HADHA	ENST00000380649.8;ENST00000492433.2;ENST00000645274.1;ENST00000859324.1;ENST00000859325.1;ENST00000859326.1;ENST00000859327.1;ENST00000859328.1;ENST00000859329.1;ENST00000859330.1;ENST00000859331.1;ENST00000859332.1;ENST00000859333.1;ENST00000925541.1;ENST00000942141.1;ENST00000942142.1;ENST00000942143.1;ENST00000942144.1;ENST00000942145.1;ENST00000942146.1;ENST00000942147.1;ENST00000942148.1;ENST00000942149.1;ENST00000942150.1;ENST00000942151.1;ENST00000942153.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012818	chr2	26230191	26230263	CDS	ENSG00000084754.13	HADHA	ENST00000380649.8;ENST00000492433.2;ENST00000645274.1;ENST00000859324.1;ENST00000859325.1;ENST00000859326.1;ENST00000859327.1;ENST00000859328.1;ENST00000859329.1;ENST00000859330.1;ENST00000859331.1;ENST00000859332.1;ENST00000859333.1;ENST00000925541.1;ENST00000942141.1;ENST00000942142.1;ENST00000942143.1;ENST00000942144.1;ENST00000942145.1;ENST00000942146.1;ENST00000942147.1;ENST00000942148.1;ENST00000942149.1;ENST00000942150.1;ENST00000942151.1;ENST00000942152.1;ENST00000942153.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012879	chr2	27033067	27033097	CDS	ENSG00000119777.21	TMEM214	ENST00000238788.14;ENST00000404032.7;ENST00000901050.1;ENST00000901051.1;ENST00000901052.1;ENST00000901053.1;ENST00000901054.1;ENST00000901055.1;ENST00000934286.1;ENST00000934287.1;ENST00000934288.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012880	chr2	27035951	27035993	CDS	ENSG00000119777.21	TMEM214	ENST00000238788.14;ENST00000404032.7;ENST00000901050.1;ENST00000901051.1;ENST00000901052.1;ENST00000901053.1;ENST00000901054.1;ENST00000901055.1;ENST00000934287.1;ENST00000934288.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012884	chr2	27037681	27037703	CDS	ENSG00000119777.21	TMEM214	ENST00000238788.14;ENST00000404032.7;ENST00000901050.1;ENST00000901051.1;ENST00000901052.1;ENST00000901053.1;ENST00000901054.1;ENST00000901055.1;ENST00000934286.1;ENST00000934287.1;ENST00000934288.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012897	chr2	27206870	27206916	CDS	ENSG00000138074.16	SLC5A6	ENST00000310574.8;ENST00000408041.5;ENST00000892748.1;ENST00000892749.1;ENST00000892750.1;ENST00000892751.1;ENST00000892752.1;ENST00000892753.1;ENST00000892754.1;ENST00000892755.1;ENST00000892756.1;ENST00000892757.1;ENST00000926527.1;ENST00000926528.1;ENST00000926529.1;ENST00000926530.1;ENST00000926531.1;ENST00000926532.1;ENST00000926533.1;ENST00000926534.1;ENST00000926535.1;ENST00000926536.1;ENST00000926537.1;ENST00000962471.1;ENST00000962472.1;ENST00000962473.1;ENST00000962474.1;ENST00000962475.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012907	chr2	27226883	27226949	CDS	ENSG00000084774.15	CAD	ENST00000264705.9;ENST00000403525.5;ENST00000854433.1;ENST00000912693.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012927	chr2	27316178	27316240	CDS	ENSG00000115204.16	MPV17	ENST00000399052.8;ENST00000911060.1;ENST00000931184.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012928	chr2	27322465	27322506	CDS	ENSG00000115204.16	MPV17	ENST00000233545.6;ENST00000380044.6;ENST00000399052.8;ENST00000402310.5;ENST00000402722.5;ENST00000403262.6;ENST00000405076.5;ENST00000405983.5;ENST00000911060.1;ENST00000911061.1;ENST00000911062.1;ENST00000911063.1;ENST00000931180.1;ENST00000931181.1;ENST00000931182.1;ENST00000931183.1;ENST00000931184.1;ENST00000931185.1;ENST00000931186.1;ENST00000949903.1;ENST00000949904.1;ENST00000949905.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012956	chr2	27383583	27383601	CDS	ENSG00000115241.12	PPM1G	ENST00000344034.5;ENST00000893256.1;ENST00000893257.1;ENST00000893258.1;ENST00000948123.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012957	chr2	27383948	27384087	CDS	ENSG00000115241.12	PPM1G	ENST00000344034.5;ENST00000893256.1;ENST00000893257.1;ENST00000893258.1;ENST00000948123.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012990	chr2	27599969	27599979	CDS	ENSG00000243943.11	ZNF512	ENST00000355467.6;ENST00000379717.5;ENST00000413371.6;ENST00000556601.5;ENST00000879762.1;ENST00000937484.1;ENST00000948674.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0012997	chr2	27621143	27621233	CDS	ENSG00000243943.11	ZNF512	ENST00000355467.6;ENST00000379717.5;ENST00000413371.6;ENST00000416005.6;ENST00000556601.5;ENST00000879762.1;ENST00000879763.1;ENST00000937483.1;ENST00000937484.1;ENST00000948674.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013049	chr2	28752540	28752589	CDS	ENSG00000213639.12	PPP1CB	ENST00000703176.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013059	chr2	28793879	28793923	CDS	ENSG00000213639.12	PPP1CB	ENST00000296122.10;ENST00000395366.3;ENST00000441461.6;ENST00000455580.6;ENST00000703172.1;ENST00000703173.1;ENST00000703174.1;ENST00000703176.1;ENST00000868409.1;ENST00000868411.1;ENST00000868412.1;ENST00000868413.1;ENST00000868414.1;ENST00000930106.1;ENST00000941104.1;ENST00000941105.1;ENST00000941106.1;ENST00000941108.1;ENST00000941109.1;ENST00000941110.1;ENST00000941111.1;ENST00000941112.1;ENST00000941113.1;ENST00000941114.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013060	chr2	28793940	28793999	CDS	ENSG00000213639.12	PPP1CB	ENST00000296122.10;ENST00000395366.3;ENST00000441461.6;ENST00000455580.6;ENST00000703172.1;ENST00000703173.1;ENST00000703174.1;ENST00000703176.1;ENST00000868409.1;ENST00000868411.1;ENST00000868412.1;ENST00000868413.1;ENST00000868414.1;ENST00000930106.1;ENST00000941105.1;ENST00000941106.1;ENST00000941108.1;ENST00000941109.1;ENST00000941110.1;ENST00000941111.1;ENST00000941112.1;ENST00000941113.1;ENST00000941114.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013180	chr2	32415770	32415811	CDS	ENSG00000115760.16	BIRC6	ENST00000421745.7;ENST00000700518.1;ENST00000700519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013191	chr2	32443574	32443583	CDS	ENSG00000115760.16	BIRC6	ENST00000421745.7;ENST00000700518.1;ENST00000700519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013199	chr2	32465124	32465140	CDS	ENSG00000115760.16	BIRC6	ENST00000421745.7;ENST00000700518.1;ENST00000700519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013213	chr2	32531422	32531480	CDS	ENSG00000115760.16	BIRC6	ENST00000421745.7;ENST00000700518.1;ENST00000700519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013217	chr2	32547951	32547970	CDS	ENSG00000115760.16	BIRC6	ENST00000421745.7;ENST00000700518.1;ENST00000700519.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013377	chr2	38585667	38585747	CDS	ENSG00000143889.16	HNRNPLL	ENST00000358367.8;ENST00000378915.7;ENST00000409328.5;ENST00000409636.5;ENST00000410076.5;ENST00000449105.8;ENST00000608859.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013390	chr2	38748084	38748120	CDS	ENSG00000115875.20	SRSF7	ENST00000313117.11;ENST00000409276.5;ENST00000446327.6;ENST00000908960.1;ENST00000908961.1;ENST00000908962.1;ENST00000908963.1;ENST00000908964.1;ENST00000926870.1;ENST00000926871.1;ENST00000926872.1;ENST00000926875.1;ENST00000926876.1;ENST00000926877.1;ENST00000926878.1;ENST00000926879.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013432	chr2	39436921	39436959	CDS	ENSG00000011566.16	MAP4K3	ENST00000263881.8;ENST00000341681.9;ENST00000484274.1;ENST00000934462.1;ENST00000934463.1;ENST00000934464.1;ENST00000934465.1;ENST00000958528.1;ENST00000958529.1;ENST00000958530.1;ENST00000958531.1;ENST00000958532.1;ENST00000958533.1;ENST00000958534.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013513	chr2	43905769	43905781	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958037.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013517	chr2	43912431	43912472	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958037.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013527	chr2	43948138	43948200	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000409659.6;ENST00000447246.2;ENST00000682104.1;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000683989.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013528	chr2	43948411	43948491	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000409659.6;ENST00000447246.2;ENST00000682104.1;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000683989.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013529	chr2	43949610	43949619	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000409659.6;ENST00000447246.2;ENST00000682104.1;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000683989.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013533	chr2	43973856	43973901	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000409659.6;ENST00000409946.6;ENST00000447246.2;ENST00000682104.1;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000683989.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958037.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013534	chr2	43974149	43974172	CDS	ENSG00000138095.21	LRPPRC	ENST00000260665.12;ENST00000409659.6;ENST00000409946.6;ENST00000447246.2;ENST00000682104.1;ENST00000682308.1;ENST00000682480.1;ENST00000682546.1;ENST00000682779.1;ENST00000682885.1;ENST00000683125.1;ENST00000683213.1;ENST00000683220.1;ENST00000683590.1;ENST00000683623.1;ENST00000683833.1;ENST00000683989.1;ENST00000903378.1;ENST00000903379.1;ENST00000903380.1;ENST00000918906.1;ENST00000918907.1;ENST00000918908.1;ENST00000918909.1;ENST00000918910.1;ENST00000958035.1;ENST00000958036.1;ENST00000958037.1;ENST00000958038.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013650	chr2	46907899	46907936	CDS	ENSG00000180398.14	MCFD2	ENST00000319466.9;ENST00000409105.5;ENST00000409147.1;ENST00000409207.5;ENST00000409218.5;ENST00000409800.5;ENST00000409913.5;ENST00000409973.5;ENST00000444761.6;ENST00000649435.1;ENST00000895741.1;ENST00000895742.1;ENST00000895743.1;ENST00000895744.1;ENST00000954307.1;ENST00000954308.1;ENST00000954309.1;ENST00000954310.1;ENST00000954311.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013668	chr2	47161719	47161787	CDS	ENSG00000143933.21	CALM2	ENST00000272298.12;ENST00000409563.5;ENST00000456319.6;ENST00000655450.1;ENST00000655728.1;ENST00000656538.1;ENST00000668667.1;ENST00000921950.1;ENST00000946887.1;ENST00000946888.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013669	chr2	47161787	47161860	CDS	ENSG00000143933.21	CALM2	ENST00000272298.12;ENST00000409563.5;ENST00000456319.6;ENST00000655450.1;ENST00000655728.1;ENST00000656538.1;ENST00000668667.1;ENST00000921950.1;ENST00000946887.1;ENST00000946888.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013670	chr2	47162285	47162366	CDS	ENSG00000143933.21	CALM2	ENST00000272298.12;ENST00000409563.5;ENST00000456319.6;ENST00000655450.1;ENST00000655728.1;ENST00000656538.1;ENST00000668667.1;ENST00000946887.1;ENST00000946888.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013685	chr2	47379924	47379964	CDS	ENSG00000119888.12	EPCAM	ENST00000263735.9;ENST00000405271.5;ENST00000895681.1;ENST00000895682.1;ENST00000895683.1;ENST00000895685.1;ENST00000934495.1;ENST00000934496.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013688	chr2	47385183	47385212	CDS	ENSG00000119888.12	EPCAM	ENST00000263735.9;ENST00000405271.5;ENST00000895681.1;ENST00000895682.1;ENST00000895683.1;ENST00000895684.1;ENST00000895685.1;ENST00000934495.1;ENST00000934496.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013689	chr2	47386568	47386609	CDS	ENSG00000119888.12	EPCAM	ENST00000263735.9;ENST00000405271.5;ENST00000895681.1;ENST00000895682.1;ENST00000895683.1;ENST00000895684.1;ENST00000895685.1;ENST00000934495.1;ENST00000934496.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013693	chr2	47429798	47429864	CDS	ENSG00000095002.17	MSH2	ENST00000233146.7;ENST00000406134.5;ENST00000543555.6;ENST00000645506.1;ENST00000713854.1;ENST00000713860.1;ENST00000713861.1;ENST00000713919.1;ENST00000910408.1;ENST00000910409.1;ENST00000918101.1;ENST00000918102.1;ENST00000918103.1;ENST00000918104.1;ENST00000918105.1;ENST00000918106.1;ENST00000918107.1;ENST00000918108.1;ENST00000946816.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013796	chr2	53895582	53895620	CDS	ENSG00000068878.16	PSME4	ENST00000404125.6;ENST00000878865.1;ENST00000933258.1;ENST00000933259.1;ENST00000933260.1;ENST00000967911.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013843	chr2	54626088	54626235	CDS	ENSG00000115306.18	SPTBN1	ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013844	chr2	54628094	54628137	CDS	ENSG00000115306.18	SPTBN1	ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013846	chr2	54629289	54629338	CDS	ENSG00000115306.18	SPTBN1	ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013848	chr2	54631421	54631457	CDS	ENSG00000115306.18	SPTBN1	ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013856	chr2	54659164	54659220	CDS	ENSG00000115306.18	SPTBN1	ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013866	chr2	54973811	54973841	CDS	ENSG00000115310.20	RTN4	ENST00000317610.11;ENST00000337526.11;ENST00000357376.7;ENST00000357732.8;ENST00000394609.6;ENST00000394611.6;ENST00000404909.5;ENST00000405240.5;ENST00000852508.1;ENST00000852509.1;ENST00000938587.1;ENST00000951906.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013941	chr2	55235453	55235496	CDS	ENSG00000143947.16	RPS27A	ENST00000272317.11;ENST00000402285.7;ENST00000404735.1;ENST00000859839.1;ENST00000859840.1;ENST00000859841.1;ENST00000859842.1;ENST00000859843.1;ENST00000939236.1;ENST00000939237.1;ENST00000939238.1;ENST00000939239.1;ENST00000939240.1;ENST00000939241.1;ENST00000939242.1;ENST00000939243.1;ENST00000939244.1;ENST00000939245.1;ENST00000939246.1;ENST00000939247.1;ENST00000939248.1;ENST00000939249.1;ENST00000939250.1;ENST00000939251.1;ENST00000939252.1;ENST00000966020.1;ENST00000966021.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	shared_right	CDS	TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0013942	chr2	55235496	55235555	CDS	ENSG00000143947.16	RPS27A	ENST00000272317.11;ENST00000402285.7;ENST00000404735.1;ENST00000859839.1;ENST00000859840.1;ENST00000859841.1;ENST00000859842.1;ENST00000859843.1;ENST00000939236.1;ENST00000939237.1;ENST00000939238.1;ENST00000939239.1;ENST00000939240.1;ENST00000939241.1;ENST00000939242.1;ENST00000939243.1;ENST00000939244.1;ENST00000939245.1;ENST00000939246.1;ENST00000939247.1;ENST00000939248.1;ENST00000939249.1;ENST00000939250.1;ENST00000939251.1;ENST00000939252.1;ENST00000966020.1;ENST00000966021.1
