comparison_id	set_name	region_class	peak_id	chrom	start	end	primary_region_class	gene_id	gene_name	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022205	chr2	152663120	152663172	CDS	ENSG00000196504.22	PRPF40A	ENST00000410080.8;ENST00000545856.8;ENST00000696381.1;ENST00000696382.1;ENST00000698772.1;ENST00000698773.1;ENST00000903550.1;ENST00000924542.1;ENST00000924543.1;ENST00000968844.1;ENST00000968845.1;ENST00000968846.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022206	chr2	152663654	152663685	CDS	ENSG00000196504.22	PRPF40A	ENST00000410080.8;ENST00000545856.8;ENST00000696381.1;ENST00000696382.1;ENST00000698772.1;ENST00000698773.1;ENST00000903550.1;ENST00000924542.1;ENST00000924543.1;ENST00000968844.1;ENST00000968845.1;ENST00000968846.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022207	chr2	152663938	152663962	CDS	ENSG00000196504.22	PRPF40A	ENST00000410080.8;ENST00000545856.8;ENST00000696381.1;ENST00000696382.1;ENST00000698772.1;ENST00000698773.1;ENST00000903550.1;ENST00000924542.1;ENST00000924543.1;ENST00000968844.1;ENST00000968845.1;ENST00000968846.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022210	chr2	152670279	152670319	CDS	ENSG00000196504.22	PRPF40A	ENST00000410080.8;ENST00000545856.8;ENST00000696381.1;ENST00000696382.1;ENST00000698772.1;ENST00000698773.1;ENST00000903550.1;ENST00000924542.1;ENST00000924543.1;ENST00000968844.1;ENST00000968845.1;ENST00000968846.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022229	chr2	152718638	152718681	CDS	ENSG00000177917.12	ARL6IP6	ENST00000326446.10;ENST00000686080.1;ENST00000687504.1;ENST00000692399.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022230	chr2	152718898	152718940	CDS	ENSG00000177917.12	ARL6IP6	ENST00000326446.10;ENST00000686080.1;ENST00000687504.1;ENST00000692399.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022315	chr2	158123868	158123889	CDS	ENSG00000007001.15	UPP2	ENST00000005756.5;ENST00000605860.5;ENST00000890004.1;ENST00000890005.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022438	chr2	158621358	158621394	CDS	ENSG00000144283.24	PKP4	ENST00000389757.7;ENST00000389759.8;ENST00000866374.1;ENST00000866375.1;ENST00000866376.1;ENST00000866377.1;ENST00000866378.1;ENST00000866379.1;ENST00000866380.1;ENST00000866381.1;ENST00000866382.1;ENST00000866383.1;ENST00000866384.1;ENST00000866385.1;ENST00000930824.1;ENST00000930825.1;ENST00000962540.1;ENST00000962541.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022476	chr2	159241045	159241075	CDS	ENSG00000196151.12	WDSUB1	ENST00000851154.1;ENST00000851158.1;ENST00000969538.1;ENST00000969545.1;ENST00000969547.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022496	chr2	159271710	159271769	CDS	ENSG00000196151.12	WDSUB1	ENST00000359774.9;ENST00000392796.7;ENST00000409124.1;ENST00000409990.7;ENST00000851151.1;ENST00000851153.1;ENST00000851154.1;ENST00000851156.1;ENST00000851158.1;ENST00000936441.1;ENST00000969541.1;ENST00000969542.1;ENST00000969543.1;ENST00000969544.1;ENST00000969546.1;ENST00000969547.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022538	chr2	159748174	159748197	CDS	ENSG00000136536.16	MARCHF7	ENST00000259050.8;ENST00000409175.6;ENST00000409591.5;ENST00000539065.5;ENST00000856569.1;ENST00000856570.1;ENST00000856571.1;ENST00000856572.1;ENST00000856573.1;ENST00000856574.1;ENST00000856575.1;ENST00000856576.1;ENST00000856577.1;ENST00000856578.1;ENST00000856579.1;ENST00000856580.1;ENST00000856581.1;ENST00000856582.1;ENST00000856583.1;ENST00000856584.1;ENST00000914836.1;ENST00000914837.1;ENST00000914838.1;ENST00000914839.1;ENST00000914840.1;ENST00000914841.1;ENST00000914842.1;ENST00000914843.1;ENST00000914844.1;ENST00000914845.1;ENST00000914846.1;ENST00000914847.1;ENST00000914848.1;ENST00000914849.1;ENST00000914850.1;ENST00000914851.1;ENST00000914852.1;ENST00000914853.1;ENST00000914854.1;ENST00000914855.1;ENST00000914856.1;ENST00000914857.1;ENST00000914858.1;ENST00000914860.1;ENST00000914861.1;ENST00000914862.1;ENST00000914863.1;ENST00000914864.1;ENST00000914865.1;ENST00000914866.1;ENST00000914867.1;ENST00000966702.1;ENST00000966703.1;ENST00000966704.1;ENST00000966705.1;ENST00000966706.1;ENST00000966707.1;ENST00000966709.1;ENST00000966710.1;ENST00000966711.1;ENST00000966712.1;ENST00000966713.1;ENST00000966714.1;ENST00000966715.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022546	chr2	159761042	159761095	CDS	ENSG00000136536.16	MARCHF7	ENST00000966712.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022566	chr2	160286965	160287036	CDS	ENSG00000153250.22	RBMS1	ENST00000348849.8;ENST00000409075.5;ENST00000409289.6;ENST00000409972.5;ENST00000851245.1;ENST00000851246.1;ENST00000851247.1;ENST00000851248.1;ENST00000851249.1;ENST00000851250.1;ENST00000851251.1;ENST00000851252.1;ENST00000851253.1;ENST00000851254.1;ENST00000958094.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022742	chr2	162018828	162018842	CDS	ENSG00000197635.12	DPP4	ENST00000360534.8;ENST00000676768.1;ENST00000676810.1;ENST00000678668.1;ENST00000881342.1;ENST00000881343.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022743	chr2	162020236	162020296	CDS	ENSG00000197635.12	DPP4	ENST00000360534.8;ENST00000676768.1;ENST00000676810.1;ENST00000678668.1;ENST00000881342.1;ENST00000881343.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022744	chr2	162020574	162020618	CDS	ENSG00000197635.12	DPP4	ENST00000360534.8;ENST00000676768.1;ENST00000676810.1;ENST00000678668.1;ENST00000881342.1;ENST00000881343.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022830	chr2	164504614	164504661	CDS	ENSG00000115290.12	GRB14	ENST00000943514.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022902	chr2	164841169	164841195	CDS	ENSG00000082438.19	COBLL1	ENST00000342193.8;ENST00000375458.6;ENST00000409184.8;ENST00000483743.6;ENST00000496396.1;ENST00000629362.2;ENST00000652658.2;ENST00000861276.1;ENST00000861277.1;ENST00000861278.1;ENST00000861279.1;ENST00000861280.1;ENST00000861281.1;ENST00000861282.1;ENST00000861283.1;ENST00000861284.1;ENST00000861285.1;ENST00000861286.1;ENST00000861287.1;ENST00000861288.1;ENST00000926847.1;ENST00000926848.1;ENST00000926849.1;ENST00000926850.1;ENST00000946162.1;ENST00000946163.1;ENST00000946164.1;ENST00000946165.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022945	chr2	165899786	165899840	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022952	chr2	165912605	165912625	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022953	chr2	165913573	165913578	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022954	chr2	165915281	165915405	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022955	chr2	165917256	165917328	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022960	chr2	165930337	165930373	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022961	chr2	165931704	165931769	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022962	chr2	165931843	165931856	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022963	chr2	165932964	165932994	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022978	chr2	165941037	165941106	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022979	chr2	165945639	165945679	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022980	chr2	165949596	165949634	CDS	ENSG00000123607.17	TTC21B	ENST00000243344.8;ENST00000679799.1;ENST00000679840.1;ENST00000680448.1;ENST00000681606.1;ENST00000959804.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0022982	chr2	166002469	166002510	CDS	ENSG00000144285.24	SCN1A	ENST00000303395.9;ENST00000375405.7;ENST00000409050.2;ENST00000635750.1;ENST00000635776.1;ENST00000637988.1;ENST00000640036.1;ENST00000641575.1;ENST00000674923.1;ENST00000713692.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023003	chr2	166204379	166204466	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023035	chr2	166228735	166228795	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023036	chr2	166228811	166228864	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023038	chr2	166242639	166242657	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023052	chr2	166272793	166272797	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023061	chr2	166277007	166277075	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023063	chr2	166280586	166280595	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023064	chr2	166281682	166281755	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023065	chr2	166281797	166281809	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023070	chr2	166284486	166284529	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023071	chr2	166284677	166284732	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023072	chr2	166286332	166286394	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023073	chr2	166286474	166286596	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023074	chr2	166288515	166288610	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023076	chr2	166293350	166293372	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023077	chr2	166294596	166294641	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023083	chr2	166303206	166303234	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023084	chr2	166304103	166304168	CDS	ENSG00000169432.19	SCN9A	ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023086	chr2	166305788	166305844	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023089	chr2	166311610	166311706	CDS	ENSG00000169432.19	SCN9A	ENST00000303354.11;ENST00000409672.5;ENST00000454569.6;ENST00000642356.2;ENST00000645907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023169	chr2	168129565	168129601	CDS	ENSG00000198648.13	STK39	ENST00000355999.5;ENST00000697205.1;ENST00000940691.1;ENST00000940692.1;ENST00000940693.1;ENST00000940694.1;ENST00000952313.1;ENST00000952314.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023181	chr2	168161831	168161841	CDS	ENSG00000198648.13	STK39	ENST00000355999.5;ENST00000697205.1;ENST00000940691.1;ENST00000940692.1;ENST00000940693.1;ENST00000940694.1;ENST00000952313.1;ENST00000952314.1;ENST00000952315.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023182	chr2	168163738	168163773	CDS	ENSG00000198648.13	STK39	ENST00000355999.5;ENST00000697205.1;ENST00000940691.1;ENST00000940692.1;ENST00000940693.1;ENST00000940694.1;ENST00000952313.1;ENST00000952314.1;ENST00000952315.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023286	chr2	169636925	169636980	CDS	ENSG00000138398.18	PPIG	ENST00000260970.8;ENST00000409714.7;ENST00000433207.6;ENST00000448752.7;ENST00000676508.1;ENST00000676756.1;ENST00000678088.1;ENST00000678499.1;ENST00000678638.1;ENST00000679107.1;ENST00000898369.1;ENST00000935436.1;ENST00000935437.1;ENST00000935438.1;ENST00000935439.1;ENST00000935440.1;ENST00000935441.1;ENST00000951876.1;ENST00000951877.1;ENST00000951878.1;ENST00000951879.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023305	chr2	169811218	169811263	CDS	ENSG00000138385.17	SSB	ENST00000260956.9;ENST00000409333.1;ENST00000906406.1;ENST00000906407.1;ENST00000906408.1;ENST00000938524.1;ENST00000938525.1;ENST00000938526.1;ENST00000938527.1;ENST00000938529.1;ENST00000949512.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023309	chr2	169819560	169819577	CDS	ENSG00000138382.16	METTL5	ENST00000260953.10;ENST00000392640.6;ENST00000409340.5;ENST00000409837.5;ENST00000409965.5;ENST00000410097.5;ENST00000938651.1;ENST00000938652.1;ENST00000938653.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023367	chr2	170716220	170716281	CDS	ENSG00000204335.4	SP5	ENST00000375281.4
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023382	chr2	170949669	170949689	CDS	ENSG00000115806.14	GORASP2	ENST00000234160.5;ENST00000871663.1;ENST00000871664.1;ENST00000871665.1;ENST00000871666.1;ENST00000871667.1;ENST00000871668.1;ENST00000871669.1;ENST00000917130.1;ENST00000972174.1;ENST00000972175.1;ENST00000972176.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023410	chr2	171050134	171050174	CDS	ENSG00000198586.15	TLK1	ENST00000360843.7;ENST00000431350.7;ENST00000434911.6;ENST00000521943.5;ENST00000879063.1;ENST00000928546.1;ENST00000967137.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0023490	chr2	172027796	172027825	CDS	ENSG00000172878.15	METAP1D	ENST00000913779.1
